Date,Time,Id,CumReturnResid,CumReturnRaw,CumVolume
20100104,45:00.0,GEN_EQ0000000000158587,-0.000227535,0.010923546,169875
20100104,45:00.0,BBG000BQ5DS5,-0.000469233,0.004866267,78658
20100104,45:00.0,GEN_EQ0010135600001000,0.002130273,0.027828889,164571
20100104,45:00.0,BBG000BY29C7,-0.007336802,0.002601571,223874
20100104,45:00.0,BBG000BJSBJ0,0.001122975,0.008617276,201223
20100104,45:00.0,BBG000BCBCM7,-0.002552872,0.008134863,388124
20100104,45:00.0,BBG000C0LW92,-0.011340394,-0.002225946,1366539
20100104,45:00.0,BBG000BT9DW0,0.001843975,0.004505456,211431
20100104,45:00.0,BBG000C2BXK4,-0.001044102,0.030584447,2140589
20100104,45:00.0,BBG000BYWTX7,-0.004966311,0.012767819,840001
20100104,45:00.0,BBG000BB6KF5,-0.00747995,0.006363015,376435
20100104,45:00.0,BBG000BVDLH9,-0.009941789,-0.000524524,559326
20100104,45:00.0,BBG000BBQCY0,-0.002423987,0.015503784,1802742
20100104,45:00.0,GEN_EQ0010059600001000,0.011789041,0.045730792,228682
20100104,45:00.0,BBG000BMW2Z0,-0.001919708,0.002354244,104388
20100104,45:00.0,BBG000HW5GX3,-0.006522981,0.023338221,98262
20100104,45:00.0,BBG000CHPY97,0.005958836,0.03503102,216759
20100104,45:00.0,BBG000J5Q6L2,0.002532157,0.023778107,382717
20100104,45:00.0,BBG000C17X76,0.002251988,0.003830089,174790
20100104,45:00.0,BBG000BB2DM7,0.000819906,0.0369464,362793
20100104,45:00.0,BBG000BH2JM1,0.003896908,0.015646841,606024
20100104,45:00.0,BBG000BP6L99,0.002410053,0.02226579,1534666
20100104,45:00.0,BBG000BFRF55,0.004833325,0.04147216,239777
20100104,45:00.0,BBG000C5HS04,-0.005119756,-0.002572827,190233
20100104,45:00.0,BBG000F0KF42,,,739970
20100104,45:00.0,BBG000Q3JN03,-0.005384262,0.013219996,691426
20100104,45:00.0,BBG000BBBNC6,0.00103438,0.010555504,114121
20100104,45:00.0,BBG000BMY992,-0.004893053,0.000730443,602154
20100104,45:00.0,BBG000BJL3N0,-0.009901566,0.00870902,392377
20100104,45:00.0,BBG000BTKGG8,-0.011279038,0.003945584,322189
20100104,45:00.0,BBG000BB5006,-0.003742263,0.008291505,429979
20100104,45:00.0,BBG000BHX7N2,0.000588321,0.008214824,216322
20100104,45:00.0,BBG000BB1TH9,-0.001097561,0.007324432,146760
20100104,45:00.0,BBG000DTMH63,,,213408
20100104,45:00.0,BBG000C15T95,0.003057969,0.016770877,134715
20100104,45:00.0,BBG000FP1N32,-0.007124098,0.006986029,239698
20100104,45:00.0,BBG000FG3C43,0.009034359,0.025530389,623418
20100104,45:00.0,BBG000BYYLS8,-0.005695354,0.005839981,193720
20100104,45:00.0,BBG000DWYF03,0.00656605,0.018971113,1422012
20100104,45:00.0,BBG000K14Q84,0.012978083,0.040923074,310717
20100104,45:00.0,BBG000BSLZY7,0.013661373,0.02230474,578918
20100104,45:00.0,BBG000D9D830,0.003571354,0.009394116,324688
20100104,45:00.0,BBG000BY33P5,0.000639643,0.014245576,210912
20100104,45:00.0,BBG000BCWCG1,0.000683897,0.013044578,422960
20100104,45:00.0,BBG000BFC8J2,-0.0035563,0.004129191,131319
20100104,45:00.0,BBG000BTR593,0.000817005,0.032766372,232090
20100104,45:00.0,BBG000BBGGQ1,0.018961592,0.045359388,1562868
20100104,45:00.0,BBG000C8H633,-0.001522949,0.023691444,353753
20100104,45:00.0,BBG000BV8DN6,-0.008292156,-0.002188597,603207
20100104,45:00.0,BBG000FJLFX8,0.009187513,0.025758937,452049
20100104,45:00.0,BBG000BLBVN4,0.01271457,0.020575155,78530
20100104,45:00.0,BBG000CTQBF3,-1.39E-05,0.006067176,471398
20100104,45:00.0,BBG000CS7CT9,0.001517052,0.010748903,298803
20100104,45:00.0,BBG000F6H8W8,0.000613103,0.007608481,219200
